Datum;Fahrplan Resopt;Strompreis ;BHKW1 Thermische Leistung ;BHKW1 Thermische Leistung ResOpt;BHKW1 Erdgas ;Lastgang;Stromeinspeisung;Wärmelast Ist;Wärmelastgang Ist
2025/10/08 04:45;0;88.354;0;0;0;0.024;0;0.024;0
2025/10/08 05:00;0;88.354;0;0;0;0.024;0;0.024;0
2025/10/08 05:15;0;92.196;0;0;0;0.028;0;0.028;0
2025/10/08 05:30;0;92.196;0;0;0;0.023;0;0.023;0
2025/10/08 05:45;0;92.196;0;0;0;0.026;0;0.026;0
2025/10/08 06:00;0;92.196;0;0;0;0.024;0;0.024;0
2025/10/08 06:15;0;113.849;0;0;0;0.03;0;0.03;0
2025/10/08 06:30;0;113.849;0;0;0;0.035;0;0.035;0
2025/10/08 06:45;0;113.849;0;0;0;0.032;0;0.032;0
2025/10/08 07:00;0;113.849;0;0;0;0.033;0;0.033;0
2025/10/08 07:15;-0.126;140.388;0.194;0.14;0.422;0.035;0.086;0.035;0.218
2025/10/08 07:30;-0.126;140.388;0.194;0.14;0.422;0.038;0.122;0.038;0.215
2025/10/08 07:45;-0.126;140.388;0.194;0.14;0.422;0.033;0.121;0.033;0.218
2025/10/08 08:00;-0.126;140.388;0.194;0.14;0.422;0.041;0.121;0.041;0.221
2025/10/08 08:15;-0.126;137.362;0.194;0.14;0.422;0.06;0.121;0.06;0.22
2025/10/08 08:30;-0.126;137.362;0.194;0.14;0.422;0.041;0.121;0.041;0.219
2025/10/08 08:45;-0.126;137.362;0.194;0.14;0.422;0.034;0.121;0.034;0.219
2025/10/08 09:00;-0.126;137.362;0.194;0.14;0.422;0.032;0.121;0.032;0.122
2025/10/08 09:15;0;112.423;0;0;0;0.027;0.013;0.027;0
2025/10/08 09:30;0;112.423;0;0;0;0.03;0;0.03;0
2025/10/08 09:45;0;112.423;0;0;0;0.026;0;0.026;0
2025/10/08 10:00;0;112.423;0;0;0;0.024;0;0.024;0
2025/10/08 10:15;0;99.633;0;0;0;0.023;0;0.023;0
2025/10/08 10:30;0;99.633;0;0;0;0.028;0;0.028;0
2025/10/08 10:45;0;99.633;0;0;0;0.028;0;0.028;0
2025/10/08 11:00;0;99.633;0;0;0;0.025;0;0.025;0
2025/10/08 11:15;0;87.122;0;0;0;0.029;0;0.029;0
2025/10/08 11:30;0;87.122;0;0;0;0.031;0;0.031;0
2025/10/08 11:45;0;87.122;0;0;0;0.023;0;0.023;0
2025/10/08 12:00;0;87.122;0;0;0;0.025;0;0.025;0
2025/10/08 12:15;0;81.156;0;0;0;0.023;0;0.023;0
2025/10/08 12:30;0;81.156;0;0;0;0.022;0;0.022;0
2025/10/08 12:45;0;81.156;0;0;0;0.021;0;0.021;0
2025/10/08 13:00;0;81.156;0;0;0;0.025;0;0.025;0
2025/10/08 13:15;0;80;0;0;0;0.027;0;0.027;0
2025/10/08 13:30;0;80;0;0;0;0.039;0;0.039;0
2025/10/08 13:45;0;80;0;0;0;0.034;0;0.034;0
2025/10/08 14:00;0;80;0;0;0;0.027;0;0.027;0
2025/10/08 14:15;0;71.226;0;0;0;0.024;0;0.024;0
2025/10/08 14:30;0;71.226;0;0;0;0.022;0;0.022;0
2025/10/08 14:45;0;71.226;0;0;0;0.021;0;0.021;0
2025/10/08 15:00;0;71.226;0;0;0;0.023;0;0.023;0
2025/10/08 15:15;0;77.801;0;0;0;0.021;0;0.021;0
2025/10/08 15:30;0;77.801;0;0;0;0.024;0;0.024;0
2025/10/08 15:45;0;77.801;0;0;0;0.029;0;0.029;0
2025/10/08 16:00;0;77.801;0;0;0;0.025;0;0.025;0
2025/10/08 16:15;0;79.226;0;0;0;0.032;0;0.032;0
2025/10/08 16:30;0;79.226;0;0;0;0.025;0;0.025;0
2025/10/08 16:45;0;79.226;0;0;0;0.022;0;0.022;0
2025/10/08 17:00;0;79.226;0;0;0;0.023;0;0.023;0
2025/10/08 17:15;0;96.516;0;0;0;0.029;0;0.029;0
2025/10/08 17:30;0;96.516;0;0;0;0.023;0;0.023;0
2025/10/08 17:45;0;96.516;0;0;0;0.025;0;0.025;0
2025/10/08 18:00;0;96.516;0;0;0;0.033;0;0.033;0
2025/10/08 18:15;0;117.584;0;0;0;0.033;0;0.033;0
2025/10/08 18:30;0;117.584;0;0;0;0.031;0;0.031;0
2025/10/08 18:45;0;117.584;0;0;0;0.03;0;0.03;0
2025/10/08 19:00;0;117.584;0;0;0;0.027;0;0.027;0
2025/10/08 19:15;-0.126;136.805;0.194;0.14;0.422;0.026;0.087;0.026;0.225
2025/10/08 19:30;-0.126;136.805;0.194;0.14;0.422;0.03;0.122;0.03;0.222
2025/10/08 19:45;-0.126;136.805;0.194;0.14;0.422;0.041;0.121;0.041;0.23
2025/10/08 20:00;-0.126;136.805;0.194;0.14;0.422;0.043;0.121;0.043;0.224
2025/10/08 20:15;-0.126;142.497;0.194;0.14;0.422;0.034;0.121;0.034;0.209
2025/10/08 20:30;-0.126;142.497;0.194;0.14;0.422;0.026;0.121;0.026;0.222
2025/10/08 20:45;-0.126;142.497;0.194;0.14;0.422;0.03;0.121;0.03;0.186
2025/10/08 21:00;-0.126;142.497;0.194;0.14;0.422;0.027;0.033;0.027;0
2025/10/08 21:15;0;104.15;0;0;0;0.041;0;0.041;0
2025/10/08 21:30;0;104.15;0;0;0;0.041;0;0.041;0
2025/10/08 21:45;0;104.15;0;0;0;0.028;0;0.028;0
2025/10/08 22:00;0;104.15;0;0;0;0.032;0;0.032;0
2025/10/08 22:15;0;99.557;0;0;0;0.028;0;0.028;0
2025/10/08 22:30;0;99.557;0;0;0;0.032;0;0.032;0
2025/10/08 22:45;0;99.557;0;0;0;0.028;0;0.028;0
2025/10/08 23:00;0;99.557;0;0;0;0.031;0;0.031;0
2025/10/08 23:15;0;96.091;0;0;0;0.025;0;0.025;0
2025/10/08 23:30;0;96.091;0;0;0;0.027;0;0.027;0
2025/10/08 23:45;0;96.091;0;0;0;0.025;0;0.025;0
2025/10/09 00:00;0;96.091;0;0;0;0.028;0;0.028;0
2025/10/09 00:15;0;94.023;0;0;0;0.026;0;0.026;0
2025/10/09 00:30;0;94.023;0;0;0;0.025;0;0.025;0
2025/10/09 00:45;0;94.023;0;0;0;0.024;0;0.024;0
2025/10/09 01:00;0;94.023;0;0;0;0.025;0;0.025;0
2025/10/09 01:15;0;89.534;0;0;0;0.023;0;0.023;0
2025/10/09 01:30;0;89.534;0;0;0;0.023;0;0.023;0
2025/10/09 01:45;0;89.534;0;0;0;0.025;0;0.025;0
2025/10/09 02:00;0;89.534;0;0;0;0.023;0;0.023;0
2025/10/09 02:15;0;87.801;0;0;0;0.024;0;0.024;0
2025/10/09 02:30;0;87.801;0;0;0;0.023;0;0.023;0
2025/10/09 02:45;0;87.801;0;0;0;0.025;0;0.025;0
2025/10/09 03:00;0;87.801;0;0;0;0.024;0;0.024;0
2025/10/09 03:15;0;87.352;0;0;0;0.024;0;0.024;0
2025/10/09 03:30;0;87.352;0;0;0;0.024;0;0.024;0
2025/10/09 03:45;0;87.352;0;0;0;0.024;0;0.024;0
2025/10/09 04:00;0;87.352;0;0;0;0.024;0;0.024;0
2025/10/09 04:15;0;88.052;0;0;0;0.023;0;0.023;0
2025/10/09 04:30;0;88.052;0;0;0;0.024;0;0.024;0
2025/10/09 04:45;0;88.052;0;0;0;0.025;0;0.025;0
2025/10/09 05:00;0;88.052;0;0;0;0.026;0;0.026;0
2025/10/09 05:15;0;92.196;0;0;0;0.025;0;0.025;0
2025/10/09 05:30;0;92.196;0;0;0;0.026;0;0.026;0
2025/10/09 05:45;0;92.196;0;0;0;0.025;0;0.025;0
2025/10/09 06:00;0;92.196;0;0;0;0.027;0;0.027;0
2025/10/09 06:15;0;113.849;0;0;0;0.027;0;0.027;0
2025/10/09 06:30;0;113.849;0;0;0;0.037;0;0.037;0
2025/10/09 06:45;0;113.849;0;0;0;0.037;0;0.037;0
2025/10/09 07:00;0;113.849;0;0;0;0.043;0;0.043;0
2025/10/09 07:15;-0.126;140.878;0.194;0.14;0.422;0.047;0.086;0.047;0.222
2025/10/09 07:30;-0.126;140.878;0.194;0.14;0.422;0.039;0.123;0.039;0.205
2025/10/09 07:45;-0.126;140.878;0.194;0.14;0.422;0.036;0.123;0.036;0.223
2025/10/09 08:00;-0.126;140.878;0.194;0.14;0.422;0.043;0.122;0.043;0.234
2025/10/09 08:15;-0.126;137.362;0.194;0.14;0.422;0.043;0.122;0.043;0.233
2025/10/09 08:30;-0.126;137.362;0.194;0.14;0.422;0.049;0.121;0.049;0.217
2025/10/09 08:45;-0.126;137.362;0.194;0.14;0.422;0.045;0.121;0.045;0.203
2025/10/09 09:00;-0.126;137.362;0.194;0.14;0.422;0.038;0.081;0.038;0.017
2025/10/09 09:15;0;112.423;0;0;0;0.041;0;0.041;0
2025/10/09 09:30;0;112.423;0;0;0;0.04;0;0.04;0
2025/10/09 09:45;0;112.423;0;0;0;0.029;0;0.029;0
2025/10/09 10:00;0;112.423;0;0;0;0.042;0;0.042;0
2025/10/09 10:15;0;99.633;0;0;0;0.033;0;0.033;0
2025/10/09 10:30;0;99.633;0;0;0;0.03;0;0.03;0
2025/10/09 10:45;0;99.633;0;0;0;0.029;0;0.029;0
2025/10/09 11:00;0;99.633;0;0;0;0.025;0;0.025;0
2025/10/09 11:15;0;85.048;0;0;0;0.03;0;0.03;0
2025/10/09 11:30;0;85.048;0;0;0;0.035;0;0.035;0
2025/10/09 11:45;0;85.048;0;0;0;0.027;0;0.027;0
2025/10/09 12:00;0;85.048;0;0;0;0.026;0;0.026;0
2025/10/09 12:15;0;81.156;0;0;0;0.022;0;0.022;0
2025/10/09 12:30;0;81.156;0;0;0;0.023;0;0.023;0
2025/10/09 12:45;0;81.156;0;0;0;0.024;0;0.024;0
2025/10/09 13:00;0;81.156;0;0;0;0.025;0;0.025;0
2025/10/09 13:15;0;80;0;0;0;0.025;0;0.025;0
2025/10/09 13:30;0;80;0;0;0;0.024;0;0.024;0
2025/10/09 13:45;0;80;0;0;0;0.023;0;0.023;0
2025/10/09 14:00;0;80;0;0;0;0.022;0;0.022;0
2025/10/09 14:15;0;71.226;0;0;0;0.022;0;0.022;0
2025/10/09 14:30;0;71.226;0;0;0;0.025;0;0.025;0
2025/10/09 14:45;0;71.226;0;0;0;0.021;0;0.021;0
2025/10/09 15:00;0;71.226;0;0;0;0.021;0;0.021;0
2025/10/09 15:15;0;74.529;0;0;0;0.02;0;0.02;0
2025/10/09 15:30;0;74.529;0;0;0;0.022;0;0.022;0
2025/10/09 15:45;0;74.529;0;0;0;0.026;0;0.026;0
2025/10/09 16:00;0;74.529;0;0;0;0.022;0;0.022;0
2025/10/09 16:15;0;78.761;0;0;0;0.023;0;0.023;0
2025/10/09 16:30;0;78.761;0;0;0;0.024;0;0.024;0
2025/10/09 16:45;0;78.761;0;0;0;0.022;0;0.022;0
2025/10/09 17:00;0;78.761;0;0;0;0.024;0;0.024;0
2025/10/09 17:15;0;95.793;0;0;0;0.027;0;0.027;0
2025/10/09 17:30;0;95.793;0;0;0;0.022;0;0.022;0
2025/10/09 17:45;0;95.793;0;0;0;0.024;0;0.024;0
2025/10/09 18:00;0;95.793;0;0;0;0.028;0;0.028;0
2025/10/09 18:15;0;117.584;0;0;0;0.028;0;0.028;0
2025/10/09 18:30;0;117.584;0;0;0;0.027;0;0.027;0
2025/10/09 18:45;0;117.584;0;0;0;0.023;0;0.023;0
2025/10/09 19:00;0;117.584;0;0;0;0.024;0;0.024;0
2025/10/09 19:15;-0.126;136.805;0.194;0.14;0.422;0.027;0.087;0.027;0.22
2025/10/09 19:30;-0.126;136.805;0.194;0.14;0.422;0.03;0.122;0.03;0.201
2025/10/09 19:45;-0.126;136.805;0.194;0.14;0.422;0.049;0.121;0.049;0.223
2025/10/09 20:00;-0.126;136.805;0.194;0.14;0.422;0.038;0.121;0.038;0.155
2025/10/09 20:15;0;118.495;0;0;0;0.042;0.013;0.042;0
2025/10/09 20:30;0;118.495;0;0;0;0.038;0;0.038;0
2025/10/09 20:45;0;118.495;0;0;0;0.035;0;0.035;0
2025/10/09 21:00;0;118.495;0;0;0;0.045;0;0.045;0
2025/10/09 21:15;0;100.35;0;0;0;0.04;0;0.04;0
2025/10/09 21:30;0;100.35;0;0;0;0.036;0;0.036;0
2025/10/09 21:45;0;100.35;0;0;0;0.03;0;0.03;0
2025/10/09 22:00;0;100.35;0;0;0;0.034;0;0.034;0
2025/10/09 22:15;0;93.898;0;0;0;0.034;0;0.034;0
2025/10/09 22:30;0;93.898;0;0;0;0.03;0;0.03;0
2025/10/09 22:45;0;93.898;0;0;0;0.033;0;0.033;0
2025/10/09 23:00;0;93.898;0;0;0;0.034;0;0.034;0
2025/10/09 23:15;0;87.53;0;0;0;0.031;0;0.031;0
2025/10/09 23:30;0;87.53;0;0;0;0.028;0;0.028;0
2025/10/09 23:45;0;87.53;0;0;0;0.026;0;0.026;0
2025/10/10 00:00;0;87.53;0;0;0;0.024;0;0.024;0
2025/10/10 00:15;0;90.477;0;0;0;0.024;0;0.025;0
2025/10/10 00:30;0;90.477;0;0;0;0.025;0;0.025;0
2025/10/10 00:45;0;90.477;0;0;0;0.023;0;0.024;0
2025/10/10 01:00;0;90.477;0;0;0;0.025;0;0.027;0
2025/10/10 01:15;0;88.059;0;0;0;0.023;0;0.027;0
2025/10/10 01:30;0;88.059;0;0;0;0.023;0;0.024;0
2025/10/10 01:45;0;88.059;0;0;0;0.024;0;0.025;0
2025/10/10 02:00;0;88.059;0;0;0;0.024;0;0.025;0
2025/10/10 02:15;0;87.881;0;0;0;0.025;0;0.025;0
2025/10/10 02:30;0;87.881;0;0;0;0.024;0;0.025;0
2025/10/10 02:45;0;87.881;0;0;0;0.024;0;0.025;0
2025/10/10 03:00;0;87.881;0;0;0;0.024;0;0.026;0
2025/10/10 03:15;0;87.378;0;0;0;0.025;0;0.025;0
2025/10/10 03:30;0;87.378;0;0;0;0.024;0;0.025;0
2025/10/10 03:45;0;87.378;0;0;0;0.025;0;0.026;0
2025/10/10 04:00;0;87.378;0;0;0;0.025;0;0.025;0
2025/10/10 04:15;0;86.394;0;0;0;0.025;0;0.026;0
2025/10/10 04:30;0;86.394;0;0;0;0.025;0;0.025;0
2025/10/10 04:45;0;86.394;0;0;0;0.025;0;0.025;0
2025/10/10 05:00;0;86.394;0;0;0;0.025;0;0.025;0
2025/10/10 05:15;0;92.467;0;0;0;0.026;0;0.025;0
2025/10/10 05:30;0;92.467;0;0;0;0.025;0;0.026;0
2025/10/10 05:45;0;92.467;0;0;0;0.026;0;0.027;0
2025/10/10 06:00;0;92.467;0;0;0;0.028;0;0.028;0
2025/10/10 06:15;0;113.419;0;0;0;0.028;0;0.032;0
2025/10/10 06:30;0;113.419;0;0;0;0.037;0;0.039;0
2025/10/10 06:45;0;113.419;0;0;0;0.039;0;0.041;0
2025/10/10 07:00;0;113.419;0;0;0;0.051;0;0.055;0
2025/10/10 07:15;-0.126;141.292;0.194;0.14;0.422;0.054;0.085;0.061;0.211
2025/10/10 07:30;-0.126;141.292;0.194;0.14;0.422;0.044;0.123;0.05;0.202
2025/10/10 07:45;-0.126;141.292;0.194;0.14;0.422;0.046;0.122;0.047;0.206
2025/10/10 08:00;-0.126;141.292;0.194;0.14;0.422;0.044;0.121;0.047;0.213
2025/10/10 08:15;-0.126;143.131;0.194;0.14;0.422;0.038;0.122;0.041;0.217
2025/10/10 08:30;-0.126;143.131;0.194;0.14;0.422;0.046;0.121;0.044;0.21
2025/10/10 08:45;-0.126;143.131;0.194;0.14;0.422;0.041;0.121;0.038;0.223
2025/10/10 09:00;-0.126;143.131;0.194;0.14;0.422;0.047;0.121;0.047;0.16
2025/10/10 09:15;0;111.872;0;0;0;0.046;0.013;0.043;0
2025/10/10 09:30;0;111.872;0;0;0;0.041;0;0.04;0
2025/10/10 09:45;0;111.872;0;0;0;0.032;0;0.034;0
2025/10/10 10:00;0;111.872;0;0;0;0.038;0;0.031;0
2025/10/10 10:15;0;93.075;0;0;0;0.032;0;0.033;0
2025/10/10 10:30;0;93.075;0;0;0;0.029;0;0.03;0
2025/10/10 10:45;0;93.075;0;0;0;0.028;0;0.028;0
2025/10/10 11:00;0;93.075;0;0;0;0.025;0;0.025;0
2025/10/10 11:15;0;85.01;0;0;0;0.028;0;0.03;0
2025/10/10 11:30;0;85.01;0;0;0;0.031;0;0.026;0
2025/10/10 11:45;0;85.01;0;0;0;0.027;0;0.03;0
2025/10/10 12:00;0;85.01;0;0;0;0.025;0;0.025;0
2025/10/10 12:15;0;75.232;0;0;0;0.022;0;0.022;0
2025/10/10 12:30;0;75.232;0;0;0;0.022;0;0.024;0
2025/10/10 12:45;0;75.232;0;0;0;0.023;0;0.022;0
2025/10/10 13:00;0;75.232;0;0;0;0.023;0;0.024;0
2025/10/10 13:15;0;66.167;0;0;0;0.024;0;0.023;0
2025/10/10 13:30;0;66.167;0;0;0;0.024;0;0.023;0
2025/10/10 13:45;0;66.167;0;0;0;0.024;0;0.023;0
2025/10/10 14:00;0;66.167;0;0;0;0.022;0;0.023;0
2025/10/10 14:15;0;80.152;0;0;0;0.021;0;0.02;0
2025/10/10 14:30;0;80.152;0;0;0;0.026;0;0.023;0
2025/10/10 14:45;0;80.152;0;0;0;0.022;0;0.022;0
2025/10/10 15:00;0;80.152;0;0;0;0.021;0;0.019;0
2025/10/10 15:15;0;82.919;0;0;0;0.02;0;0.021;0
2025/10/10 15:30;0;82.919;0;0;0;0.023;0;0.022;0
2025/10/10 15:45;0;82.919;0;0;0;0.026;0;0.027;0
2025/10/10 16:00;0;82.919;0;0;0;0.022;0;0.021;0
2025/10/10 16:15;0;90.994;0;0;0;0.023;0;0.024;0
2025/10/10 16:30;0;90.994;0;0;0;0.023;0;0.021;0
2025/10/10 16:45;0;90.994;0;0;0;0.021;0;0.023;0
2025/10/10 17:00;0;90.994;0;0;0;0.024;0;0.024;0
2025/10/10 17:15;0;131.579;0;0;0;0.027;0;0.028;0
2025/10/10 17:30;0;131.579;0;0;0;0.024;0;0.024;0
2025/10/10 17:45;0;131.579;0;0;0;0.023;0;0.023;0
2025/10/10 18:00;0;131.579;0;0;0;0.027;0;0.024;0
2025/10/10 18:15;-0.126;190.452;0.194;0.14;0.422;0.03;0.086;0.028;0.217
2025/10/10 18:30;-0.126;190.452;0.194;0.14;0.422;0.027;0.122;0.028;0.206
2025/10/10 18:45;-0.126;190.452;0.194;0.14;0.422;0.024;0.121;0.027;0.227
2025/10/10 19:00;-0.126;190.452;0.194;0.14;0.422;0.024;0.121;0.027;0.207
2025/10/10 19:15;-0.126;269.468;0.194;0.14;0.422;0.026;0.121;0.031;0.207
2025/10/10 19:30;-0.126;269.468;0.194;0.14;0.422;0.028;0.122;0.037;0.221
2025/10/10 19:45;-0.126;269.468;0.194;0.14;0.422;0.039;0.121;0.042;0.205
2025/10/10 20:00;-0.126;269.468;0.194;0.14;0.422;0.032;0.031;0.034;0
2025/10/10 20:15;-0.126;210.896;0.194;0.14;0.422;0.045;0;0.033;0
2025/10/10 20:30;-0.126;210.896;0.194;0.14;0.422;0.039;0;0.031;0
2025/10/10 20:45;-0.126;210.896;0.194;0.14;0.422;0.046;0;0.036;0
2025/10/10 21:00;-0.126;210.896;0.194;0.14;0.422;0.04;0.042;0.035;0.211
2025/10/10 21:15;-0.126;136.913;0.194;0.14;0.422;0.039;0.084;0.035;0.019
2025/10/10 21:30;-0.126;136.913;0.194;0.14;0.422;0.034;0;0.031;0
2025/10/10 21:45;-0.126;136.913;0.194;0.14;0.422;0.028;0;0.025;0
2025/10/10 22:00;0;136.913;0;0;0;0.03;0;0.03;0
2025/10/10 22:15;0;108.11;0;0;0;0.031;0;0.03;0
2025/10/10 22:30;0;108.11;0;0;0;0.03;0;0.031;0
2025/10/10 22:45;0;108.11;0;0;0;0.03;0;0.033;0
2025/10/10 23:00;0;108.11;0;0;0;0.034;0;0.032;0
2025/10/10 23:15;0;90.731;0;0;0;0.029;0;0.027;0
2025/10/10 23:30;0;90.731;0;0;0;0.029;0;0.029;0
2025/10/10 23:45;0;90.731;0;0;0;0.026;0;0.025;0
2025/10/11 00:00;0;90.731;0;0;0;0.023;0;0.023;0
2025/10/11 00:15;0;89.147;0;0;0;0.023;0;0.023;0
2025/10/11 00:30;0;89.147;0;0;0;0.023;0;0.023;0
2025/10/11 00:45;0;89.147;0;0;0;0.023;0;0.026;0
2025/10/11 01:00;0;89.147;0;0;0;0.023;0;0.023;0
2025/10/11 01:15;0;86.764;0;0;0;0.022;0;0.022;0
2025/10/11 01:30;0;86.764;0;0;0;0.022;0;0.022;0
2025/10/11 01:45;0;86.764;0;0;0;0.023;0;0.023;0
2025/10/11 02:00;0;86.764;0;0;0;0.023;0;0.023;0
2025/10/11 02:15;0;86.588;0;0;0;0.024;0;0.024;0
2025/10/11 02:30;0;86.588;0;0;0;0.024;0;0.026;0
2025/10/11 02:45;0;86.588;0;0;0;0.024;0;0.026;0
2025/10/11 03:00;0;86.588;0;0;0;0.024;0;0.024;0
2025/10/11 03:15;0;86.093;0;0;0;0.024;0;0.024;0
2025/10/11 03:30;0;86.093;0;0;0;0.024;0;0.024;0
2025/10/11 03:45;0;86.093;0;0;0;0.024;0;0.024;0
2025/10/11 04:00;0;86.093;0;0;0;0.023;0;0.023;0
2025/10/11 04:15;0;85.123;0;0;0;0.023;0;0.023;0
2025/10/11 04:30;0;85.123;0;0;0;0.024;0;0.019;0
2025/10/11 04:45;0;85.123;0;0;0;0.025;0;0.024;0
2025/10/11 05:00;0;85.123;0;0;0;0.025;0;0.027;0
2025/10/11 05:15;0;91.107;0;0;0;0.026;0;0.027;0
2025/10/11 05:30;0;91.107;0;0;0;0.025;0;0.023;0
2025/10/11 05:45;0;91.107;0;0;0;0.028;0;0.027;0
2025/10/11 06:00;0;91.107;0;0;0;0.027;0;0.027;0
2025/10/11 06:15;0;111.751;0;0;0;0.031;0;0.032;0
2025/10/11 06:30;0;111.751;0;0;0;0.038;0;0.052;0
2025/10/11 06:45;0;111.751;0;0;0;0.043;0;0.062;0
2025/10/11 07:00;0;111.751;0;0;0;0.048;0;0.043;0
2025/10/11 07:15;0;139.214;0;0;0;0.054;0;0.042;0
2025/10/11 07:30;0;139.214;0;0;0;0.045;0;0.054;0
2025/10/11 07:45;0;139.214;0;0;0;0.038;0;0.045;0
2025/10/11 08:00;0;139.214;0;0;0;0.037;0;0.046;0
2025/10/11 08:15;0;135.747;0;0;0;0.036;0;0.044;0
2025/10/11 08:30;0;135.747;0;0;0;0.05;0;0.038;0
2025/10/11 08:45;0;135.747;0;0;0;0.042;0;0.034;0
2025/10/11 09:00;0;135.747;0;0;0;0.036;0;0.033;0
2025/10/11 09:15;0;106.101;0;0;0;0.038;0;0.034;0
2025/10/11 09:30;0;106.101;0;0;0;0.034;0;0.056;0
2025/10/11 09:45;0;106.101;0;0;0;0.031;0;0.044;0
2025/10/11 10:00;0;106.101;0;0;0;0.037;0;0.035;0
2025/10/11 10:15;0;44.531;0;0;0;0.033;0;0.035;0
2025/10/11 10:30;0;44.531;0;0;0;0.031;0;0.043;0
2025/10/11 10:45;0;44.531;0;0;0;0.026;0;0.04;0
2025/10/11 11:00;0;44.531;0;0;0;0.025;0;0.035;0
2025/10/11 11:15;0;16.592;0;0;0;0.026;0;0.04;0
2025/10/11 11:30;0;16.592;0;0;0;0.034;0;0.035;0
2025/10/11 11:45;0;16.592;0;0;0;0.028;0;0.029;0
2025/10/11 12:00;0;16.592;0;0;0;0.024;0;0.028;0
2025/10/11 12:15;0;-2.405;0;0;0;0.022;0;0.027;0
2025/10/11 12:30;0;-2.405;0;0;0;0.023;0;0.027;0
2025/10/11 12:45;0;-2.405;0;0;0;0.023;0;0.024;0
2025/10/11 13:00;0;-2.405;0;0;0;0.025;0;0.026;0
2025/10/11 13:15;0;-12.289;0;0;0;0.022;0;0.026;0
2025/10/11 13:30;0;-12.289;0;0;0;0.026;0;0.023;0
2025/10/11 13:45;0;-12.289;0;0;0;0.022;0;0.024;0
2025/10/11 14:00;0;-12.289;0;0;0;0.023;0;0.026;0
2025/10/11 14:15;0;-15.157;0;0;0;0.022;0;0.021;0
2025/10/11 14:30;0;-15.157;0;0;0;0.024;0;0.021;0
2025/10/11 14:45;0;-15.157;0;0;0;0.022;0;0.024;0
2025/10/11 15:00;0;-15.157;0;0;0;0.022;0;0.022;0
2025/10/11 15:15;0;0.258;0;0;0;0.021;0;0.021;0
2025/10/11 15:30;0;0.258;0;0;0;0.024;0;0.02;0
2025/10/11 15:45;0;0.258;0;0;0;0.028;0;0.02;0
2025/10/11 16:00;0;0.258;0;0;0;0.022;0;0.02;0
2025/10/11 16:15;0;20.257;0;0;0;0.024;0;0.022;0
2025/10/11 16:30;0;20.257;0;0;0;0.023;0;0.02;0
2025/10/11 16:45;0;20.257;0;0;0;0.024;0;0.026;0
2025/10/11 17:00;0;20.257;0;0;0;0.026;0;0.026;0
2025/10/11 17:15;0;72.141;0;0;0;0.028;0;0.024;0
2025/10/11 17:30;0;72.141;0;0;0;0.026;0;0.02;0
2025/10/11 17:45;0;72.141;0;0;0;0.026;0;0.025;0
2025/10/11 18:00;0;72.141;0;0;0;0.03;0;0.025;0
2025/10/11 18:15;-0.126;131.802;0.194;0.14;0.422;0.03;0.084;0.024;0.211
2025/10/11 18:30;-0.126;131.802;0.194;0.14;0.422;0.027;0.122;0.028;0.218
2025/10/11 18:45;-0.126;131.802;0.194;0.14;0.422;0.026;0.122;0.035;0.218
2025/10/11 19:00;-0.126;131.802;0.194;0.14;0.422;0.026;0.122;0.033;0.212
2025/10/11 19:15;-0.126;181.583;0.194;0.14;0.422;0.032;0.122;0.027;0.221
2025/10/11 19:30;-0.126;181.583;0.194;0.14;0.422;0.035;0.122;0.028;0.205
2025/10/11 19:45;-0.126;181.583;0.194;0.14;0.422;0.029;0.123;0.03;0.225
2025/10/11 20:00;-0.126;181.583;0.194;0.14;0.422;0.028;0.122;0.026;0.21
2025/10/11 20:15;-0.126;142.159;0.194;0.14;0.422;0.03;0.122;0.046;0.211
2025/10/11 20:30;-0.126;142.159;0.194;0.14;0.422;0.038;0.026;0.042;0
2025/10/11 20:45;-0.126;142.159;0.194;0.14;0.422;0.047;0;0.044;0
2025/10/11 21:00;-0.126;142.159;0.194;0.14;0.422;0.04;0;0.033;0
2025/10/11 21:15;0;99.246;0;0;0;0.035;0;0.03;0
2025/10/11 21:30;0;99.246;0;0;0;0.033;0;0.028;0
2025/10/11 21:45;0;99.246;0;0;0;0.028;0;0.027;0
2025/10/11 22:00;0;99.246;0;0;0;0.034;0;0.027;0
2025/10/11 22:15;0;77.726;0;0;0;0.033;0;0.032;0
2025/10/11 22:30;0;77.726;0;0;0;0.031;0;0.034;0
2025/10/11 22:45;0;77.726;0;0;0;0.03;0;0.03;0
2025/10/11 23:00;0;77.726;0;0;0;0.032;0;0.03;0
2025/10/11 23:15;0;54.963;0;0;0;0.03;0;0.03;0
2025/10/11 23:30;0;54.963;0;0;0;0.028;0;0.03;0
2025/10/11 23:45;0;54.963;0;0;0;0.025;0;0.028;0
2025/10/12 00:00;0;54.963;0;0;0;0.024;0;0.026;0
2025/10/12 00:15;0;84.923;0;0;0;0.021;0;0.021;0
2025/10/12 00:30;0;84.923;0;0;0;0.021;0;0.021;0
2025/10/12 00:45;0;84.923;0;0;0;0.022;0;0.022;0
2025/10/12 01:00;0;84.923;0;0;0;0.02;0;0.02;0
2025/10/12 01:15;0;82.652;0;0;0;0.024;0;0.024;0
2025/10/12 01:30;0;82.652;0;0;0;0.021;0;0.021;0
2025/10/12 01:45;0;82.652;0;0;0;0.02;0;0.02;0
2025/10/12 02:00;0;82.652;0;0;0;0.02;0;0.02;0
